video_name,prompt_name,event_id,event_description,start,end,start_seconds,end_seconds
TVSUM_11,few_shot,1,A person opens a dog grooming salon,00:00,00:10,0,10
TVSUM_11,few_shot,2,The person interacts with a dog,00:11,00:20,11,20
TVSUM_11,few_shot,3,The person prepares the dog for grooming,00:21,00:40,21,40
TVSUM_11,few_shot,4,The person grooms the dog,00:41,01:00,41,60
TVSUM_11,few_shot,5,The person interacts with another dog,01:01,01:20,61,80
TVSUM_11,few_shot,6,The person prepares the second dog for grooming,01:21,01:40,81,100
TVSUM_11,few_shot,7,The person grooms the second dog,01:41,02:00,101,120
TVSUM_11,few_shot,8,The person interacts with a third dog,02:01,02:20,121,140
TVSUM_11,few_shot,9,The person prepares the third dog for grooming,02:21,02:40,141,160
TVSUM_11,few_shot,10,The person grooms the third dog,02:41,03:00,161,180
TVSUM_11,few_shot,11,The person interacts with a fourth dog,03:01,03:20,181,200
TVSUM_11,few_shot,12,The person prepares the fourth dog for grooming,03:21,03:40,201,220
TVSUM_11,few_shot,13,The person grooms the fourth dog,03:41,04:00,221,240
TVSUM_11,few_shot,14,The person interacts with a fifth dog,04:01,04:20,241,260
TVSUM_11,few_shot,15,The person prepares the fifth dog for grooming,04:21,04:40,261,280
TVSUM_11,few_shot,16,The person grooms the fifth dog,04:41,05:00,281,300
TVSUM_11,few_shot,17,The person interacts with a sixth dog,05:01,05:20,301,320
