video_name,manual_event_id,manual_event,manual_start,manual_end,subjectivity,best_vlm_event_id,best_vlm_event,similarity,matched,prompt_name
TVSUM_10,1,Reporter introduce subject,00:05,00:25,1,2,A news anchor introduces the topic of electric cars,0.3039918839931488,False,few_shot
TVSUM_11,10,Woman talking at camera,02:07,01:25,1,1,A dog is being groomed by a woman,0.18366719782352448,False,few_shot
TVSUM_11,1,Store front of petstore,00:00,00:04,1,4,The dog is placed back in the cage,0.3594997525215149,False,few_shot
TVSUM_11,9,Pet food and products are shown on store shelves,01:52,02:07,1,2,The dog is placed in a cage,0.37489718198776245,False,few_shot
TVSUM_11,8,Woman talking at camera,01:39,01:52,0,1,A dog is being groomed by a woman,0.18366719782352448,False,few_shot
TVSUM_12,4,Water running in the sink,1:46,1:49,2,1,A woman washes her dog,0.17728139460086823,False,few_shot
TVSUM_12,5,A white dog playing around on a kitchen countertop,2:29,2:54,2,16,The woman returns home and pets the dog one last time,0.3345271348953247,False,few_shot
TVSUM_12,8,A dog is shown on the kitchen countertop with clippers,4:31,4:34,2,6,The woman brushes the dog's fur,0.3692295253276825,False,few_shot
TVSUM_12,9,A pair of hair clippers being shown on its charging stand,6:34,6:40,1,3,The woman applies shampoo to the dog's fur,0.1550472527742386,False,few_shot
TVSUM_12,1,A small white dog is shown close up,0:00,0:03,1,16,The woman returns home and pets the dog one last time,0.2954845130443573,False,few_shot
TVSUM_12,10,The groomed dog is shown lying on the floor,7:08,7:30,1,6,The woman brushes the dog's fur,0.365829735994339,False,few_shot
TVSUM_12,2,A woman walking around her kitchen while talking,0:07,1:08,1,9,The woman talks to the camera while walking the dog,0.4237652122974396,False,few_shot
TVSUM_12,7,Two woman walking outside in a paved street in the sun,3:35,4:20,0,8,The woman walks the dog outside,0.44563332200050354,False,few_shot
TVSUM_9,5,A collision Simulation with a car is shown,00:58,1:03,2,3,The vehicle demonstrates its driving capabilities,0.3983685374259949,False,few_shot
TVSUM_9,2,Mans speaking next to car,0:12,0:19,2,1,A person introduces a futuristic vehicle,0.4441971778869629,False,few_shot
TVSUM_9,10,Woman gets out of the car,03:28,03:31,1,7,The vehicle is driven again on a city street,0.31925976276397705,False,few_shot
TVSUM_9,3,Man gets out of car,00:27,00:33,1,7,The vehicle is driven again on a city street,0.337930291891098,False,few_shot
TVSUM_9,6,Wheel mechanism and internals are shown,01:07,01:26,1,2,The vehicle's exterior and interior are showcased,0.3837425112724304,False,few_shot
