video_name,prompt_name,event_id,event_description,start,end,start_seconds,end_seconds
TVSUM_9,event_timestamp,1,Introduction of the vehicle,00:00,00:12,0,12
TVSUM_9,event_timestamp,2,Detailed view of the vehicle's front,00:12,00:24,12,24
TVSUM_9,event_timestamp,3,Man speaking about the vehicle,00:24,00:36,24,36
TVSUM_9,event_timestamp,4,Interior view of the vehicle,00:36,00:48,36,48
TVSUM_9,event_timestamp,5,Exterior view of the vehicle on a road,00:48,01:00,48,60
TVSUM_9,event_timestamp,6,Close-up of the vehicle's engine,01:00,01:12,60,72
TVSUM_9,event_timestamp,7,Pedal operation demonstration,01:12,01:24,72,84
TVSUM_9,event_timestamp,8,Man speaking about the vehicle again,01:24,01:36,84,96
TVSUM_9,event_timestamp,9,Exterior view of the vehicle driving,01:36,01:48,96,108
TVSUM_9,event_timestamp,10,Display showing battery status,01:48,01:50,108,110
TVSUM_9,event_timestamp,11,Vehicle driving on a road,01:50,02:02,110,122
TVSUM_9,event_timestamp,12,Close-up of the vehicle's front,02:02,02:14,122,134
TVSUM_9,event_timestamp,13,Man speaking about the vehicle again,02:14,02:26,134,146
TVSUM_9,event_timestamp,14,Exterior view of the vehicle driving,02:26,02:38,146,158
TVSUM_9,event_timestamp,15,Man speaking about the vehicle again,02:38,02:50,158,170
TVSUM_9,event_timestamp,16,Exterior view of the vehicle driving,02:50,02:52,170,172
TVSUM_9,event_timestamp,17,Exterior view of the vehicle driving,02:52,03:02,172,182
TVSUM_9,event_timestamp,18,Intel Free Press logo,03:02,03:04,182,184
